,Conditions,Dew Point,Events,Gust Speed,Heat Index,Humidity,Precip,Pressure,Temp.,Time (EDT),Time (EST),Visibility,Wind Dir,Wind Speed,Windchill,date
12,Clear,28.9°F,	,  -,,51%,,30.04in,46.0°F,,12:51 PM,10.0mi,Variable,4.6mph,43.9°F,2014-12-15
13,Clear,28.9°F,	,  -,,50%,,30.04in,46.9°F,,1:51 PM,10.0mi,Calm,Calm,  -,2014-12-15
14,Clear,28.9°F,	,  -,,48%,,30.03in,48.0°F,,2:51 PM,10.0mi,Calm,Calm,  -,2014-12-15
15,Clear,28.9°F,	,  -,,48%,,30.04in,48.0°F,,3:51 PM,10.0mi,Calm,Calm,  -,2014-12-15
16,Clear,30.0°F,	,  -,,56%,,30.06in,45.0°F,,4:51 PM,10.0mi,ENE,4.6mph,42.6°F,2014-12-15
17,Clear,30.0°F,	,  -,,56%,,30.07in,45.0°F,,5:51 PM,10.0mi,East,4.6mph,42.6°F,2014-12-15
18,Clear,30.0°F,	,  -,,56%,,30.09in,45.0°F,,6:51 PM,10.0mi,Calm,Calm,  -,2014-12-15
19,Clear,32.0°F,	,  -,,65%,,30.10in,43.0°F,,7:51 PM,10.0mi,Calm,Calm,  -,2014-12-15
20,Clear,33.1°F,	,  -,,68%,,30.10in,43.0°F,,8:51 PM,10.0mi,South,4.6mph,40.3°F,2014-12-15
21,Clear,34.0°F,	,  -,,71%,,30.12in,43.0°F,,9:51 PM,10.0mi,Calm,Calm,  -,2014-12-15
22,Clear,32.0°F,	,  -,,70%,,30.12in,41.0°F,,10:51 PM,10.0mi,Calm,Calm,  -,2014-12-15
23,Clear,32.0°F,	,  -,,73%,,30.10in,39.9°F,,11:51 PM,10.0mi,ENE,3.5mph,37.8°F,2014-12-15
0,Clear,33.1°F,	,  -,,79%,,30.10in,39.0°F,,12:51 AM,10.0mi,NNE,3.5mph,36.8°F,2014-12-16
1,Clear,32.0°F,	,  -,,76%,,30.11in,39.0°F,,1:51 AM,10.0mi,NE,4.6mph,35.7°F,2014-12-16
2,Clear,33.1°F,	,  -,,79%,,30.11in,39.0°F,,2:51 AM,10.0mi,NNE,3.5mph,36.8°F,2014-12-16
3,Clear,32.0°F,	,  -,,76%,,30.09in,39.0°F,,3:51 AM,10.0mi,NE,4.6mph,35.7°F,2014-12-16
4,Overcast,33.1°F,	,  -,,79%,,30.11in,39.0°F,,4:29 AM,10.0mi,NNE,4.6mph,35.7°F,2014-12-16
5,Overcast,33.1°F,	,  -,,79%,,30.09in,39.0°F,,4:51 AM,10.0mi,NNE,4.6mph,35.7°F,2014-12-16
6,Overcast,34.0°F,	,  -,,79%,,30.09in,39.9°F,,5:51 AM,10.0mi,East,5.8mph,35.8°F,2014-12-16
7,Overcast,34.0°F,	,  -,,79%,,30.10in,39.9°F,,6:51 AM,10.0mi,Calm,Calm,  -,2014-12-16
8,Overcast,34.0°F,	,  -,,76%,,30.10in,41.0°F,,7:51 AM,9.0mi,Calm,Calm,  -,2014-12-16
9,Overcast,36.0°F,	,  -,,76%,,30.09in,43.0°F,,8:51 AM,8.0mi,Calm,Calm,  -,2014-12-16
10,Overcast,36.0°F,	,  -,,73%,,30.10in,44.1°F,,9:51 AM,7.0mi,Calm,Calm,  -,2014-12-16
11,Haze,36.0°F,	,  -,,68%,,30.08in,46.0°F,,10:51 AM,6.0mi,Variable,3.5mph,44.8°F,2014-12-16
12,Overcast,36.0°F,	,  -,,68%,,30.03in,46.0°F,,11:51 AM,7.0mi,Calm,Calm,  -,2014-12-16
13,Haze,37.0°F,	,  -,,68%,,30.02in,46.9°F,,12:51 PM,6.0mi,Variable,3.5mph,  -,2014-12-16
14,Haze,37.9°F,	,  -,,68%,,30.03in,48.0°F,,1:33 PM,6.0mi,Variable,3.5mph,  -,2014-12-16
15,Haze,37.9°F,	,  -,,68%,,30.00in,48.0°F,,1:51 PM,6.0mi,East,5.8mph,  -,2014-12-16
16,Haze,37.9°F,	,  -,,68%,,29.99in,48.0°F,,2:51 PM,6.0mi,SSE,5.8mph,  -,2014-12-16
17,Clear,37.9°F,	,  -,,71%,,29.94in,46.9°F,,3:51 PM,7.0mi,ESE,8.1mph,  -,2014-12-16
18,Light Rain,39.0°F,Rain,  -,,71%,0.00in,29.94in,48.0°F,,4:51 PM,6.0mi,ESE,6.9mph,  -,2014-12-16
19,Haze,41.0°F,	,  -,,80%,0.03in,29.97in,46.9°F,,5:36 PM,6.0mi,SSE,5.8mph,  -,2014-12-16
20,Overcast,42.8°F,	,  -,,87%,0.03in,29.97in,46.4°F,,5:49 PM,7.0mi,SSE,5.8mph,43.5°F,2014-12-16
21,Overcast,42.1°F,	,  -,,83%,0.03in,29.95in,46.9°F,,5:51 PM,7.0mi,SSE,4.6mph,  -,2014-12-16
22,Light Rain,43.0°F,Rain,  -,,83%,0.01in,29.94in,48.0°F,,6:51 PM,6.0mi,East,6.9mph,  -,2014-12-16
23,Light Rain,42.1°F,Rain,  -,,86%,0.00in,29.94in,46.0°F,,7:39 PM,4.0mi,Calm,Calm,  -,2014-12-16
24,Light Rain,43.0°F,Rain,  -,,89%,0.02in,29.92in,46.0°F,,7:51 PM,2.5mi,Calm,Calm,  -,2014-12-16
25,Light Rain,43.0°F,Rain,  -,,89%,0.03in,29.93in,46.0°F,,8:19 PM,1.5mi,NE,4.6mph,43.9°F,2014-12-16
26,Light Rain,43.0°F,Rain,  -,,89%,0.06in,29.90in,46.0°F,,8:51 PM,1.8mi,ENE,5.8mph,43.1°F,2014-12-16
27,Light Rain,43.0°F,Rain,  -,,89%,0.00in,29.92in,46.0°F,,8:59 PM,2.5mi,ENE,5.8mph,43.1°F,2014-12-16
28,Light Rain,43.0°F,Rain,  -,,89%,0.00in,29.91in,46.0°F,,9:36 PM,1.8mi,Calm,Calm,  -,2014-12-16
29,Rain,43.0°F,Rain,  -,,89%,0.03in,29.89in,46.0°F,,9:51 PM,2.0mi,Variable,3.5mph,44.8°F,2014-12-16
30,Light Rain,42.1°F,Rain,  -,,90%,0.03in,29.90in,45.0°F,,10:19 PM,3.0mi,Variable,3.5mph,43.5°F,2014-12-16
31,Light Rain,42.1°F,Rain,  -,,90%,0.04in,29.90in,45.0°F,,10:32 PM,2.5mi,Variable,5.8mph,41.8°F,2014-12-16
32,Overcast,42.1°F,	,  -,,90%,0.04in,29.86in,45.0°F,,10:51 PM,2.0mi,Variable,4.6mph,42.6°F,2014-12-16
33,Overcast,43.0°F,	,  -,,89%,,29.88in,46.0°F,,11:06 PM,1.8mi,Variable,3.5mph,44.8°F,2014-12-16
34,Overcast,43.0°F,	,  -,,89%,0.01in,29.83in,46.0°F,,11:51 PM,1.8mi,NE,4.6mph,43.9°F,2014-12-16
35,Overcast,43.0°F,	,  -,,89%,,29.85in,46.0°F,,11:59 PM,2.0mi,NE,4.6mph,43.9°F,2014-12-16
0,Light Rain,43.0°F,Rain,  -,,89%,0.01in,29.84in,46.0°F,,12:31 AM,1.8mi,NE,4.6mph,43.9°F,2014-12-17
1,Overcast,42.1°F,	,  -,,86%,0.01in,29.84in,46.0°F,,12:41 AM,2.5mi,Variable,3.5mph,44.8°F,2014-12-17
2,Overcast,43.0°F,	,  -,,89%,0.01in,29.82in,46.0°F,,12:51 AM,2.0mi,NE,3.5mph,44.8°F,2014-12-17
3,Overcast,42.1°F,	,  -,,90%,,29.84in,45.0°F,,1:03 AM,3.0mi,Calm,Calm,  -,2014-12-17
4,Overcast,43.0°F,	,  -,,89%,,29.83in,46.0°F,,1:35 AM,2.5mi,Calm,Calm,  -,2014-12-17
5,Overcast,43.0°F,	,  -,,89%,,29.81in,46.0°F,,1:51 AM,2.5mi,Variable,3.5mph,44.8°F,2014-12-17
6,Overcast,43.0°F,	,  -,,93%,,29.84in,45.0°F,,2:09 AM,1.5mi,NNW,3.5mph,43.5°F,2014-12-17
7,Overcast,42.1°F,	,  -,,90%,0.00in,29.84in,45.0°F,,2:39 AM,2.5mi,WNW,3.5mph,43.5°F,2014-12-17
8,Overcast,42.1°F,	,  -,,90%,0.01in,29.82in,45.0°F,,2:51 AM,2.5mi,Calm,Calm,  -,2014-12-17
9,Overcast,41.0°F,	,  -,,86%,,29.84in,45.0°F,,3:03 AM,4.0mi,Variable,3.5mph,43.5°F,2014-12-17
10,Overcast,42.1°F,	,  -,,90%,,29.82in,45.0°F,,3:51 AM,5.0mi,Calm,Calm,  -,2014-12-17
11,Overcast,42.1°F,	,  -,,93%,,29.84in,44.1°F,,4:21 AM,2.5mi,West,3.5mph,42.5°F,2014-12-17
12,Overcast,42.1°F,	,  -,,90%,,29.84in,45.0°F,,4:33 AM,5.0mi,NW,3.5mph,43.5°F,2014-12-17
13,Overcast,42.1°F,	,  -,,90%,,29.82in,45.0°F,,4:51 AM,5.0mi,WNW,5.8mph,41.8°F,2014-12-17
14,Overcast,42.1°F,	,  -,,90%,,29.83in,45.0°F,,5:51 AM,5.0mi,West,3.5mph,43.5°F,2014-12-17
15,Overcast,41.0°F,	,  -,,86%,,29.85in,45.0°F,,6:13 AM,8.0mi,West,5.8mph,41.8°F,2014-12-17
16,Overcast,41.0°F,	,  -,,86%,,29.85in,45.0°F,,6:20 AM,8.0mi,WNW,4.6mph,42.6°F,2014-12-17
17,Mostly Cloudy,41.0°F,	,  -,,86%,,29.82in,45.0°F,,6:51 AM,10.0mi,Calm,Calm,  -,2014-12-17
18,Mostly Cloudy,41.0°F,	,  -,,86%,,29.84in,45.0°F,,7:51 AM,7.0mi,Calm,Calm,  -,2014-12-17
19,Scattered Clouds,39.9°F,	,  -,,82%,,29.86in,45.0°F,,8:20 AM,10.0mi,Variable,5.8mph,41.8°F,2014-12-17
20,Partly Cloudy,39.0°F,	,  -,,76%,,29.84in,46.0°F,,8:51 AM,10.0mi,WNW,8.1mph,41.9°F,2014-12-17
21,Clear,39.9°F,	,  -,,74%,,29.86in,48.0°F,,9:51 AM,10.0mi,Variable,4.6mph,  -,2014-12-17
22,Partly Cloudy,39.0°F,	,  -,,66%,,29.84in,50.0°F,,10:51 AM,10.0mi,West,8.1mph,  -,2014-12-17
23,Mostly Cloudy,37.9°F,	,  -,,59%,,29.82in,52.0°F,,11:51 AM,10.0mi,Variable,6.9mph,  -,2014-12-17
24,Overcast,37.0°F,	,  -,,55%,,29.80in,53.1°F,,12:51 PM,10.0mi,Variable,4.6mph,  -,2014-12-17
25,Overcast,37.0°F,	,20.7mph,,57%,,29.80in,52.0°F,,1:51 PM,10.0mi,West,11.5mph,  -,2014-12-17
26,Overcast,35.1°F,	,17.3mph,,54%,,29.81in,51.1°F,,2:51 PM,10.0mi,WNW,9.2mph,  -,2014-12-17
27,Overcast,35.1°F,	,23.0mph,,54%,,29.83in,51.1°F,,3:51 PM,10.0mi,West,10.4mph,  -,2014-12-17
28,Overcast,36.0°F,	,  -,,61%,0.00in,29.85in,48.9°F,,4:51 PM,10.0mi,WNW,6.9mph,  -,2014-12-17
29,Overcast,34.0°F,	,19.6mph,,56%,,29.86in,48.9°F,,5:51 PM,10.0mi,Variable,5.8mph,  -,2014-12-17
30,Overcast,34.0°F,	,  -,,61%,,29.87in,46.9°F,,6:51 PM,10.0mi,North,  -,  -,2014-12-17
31,Overcast,35.1°F,	,  -,,68%,,29.88in,45.0°F,,7:51 PM,10.0mi,Variable,3.5mph,43.5°F,2014-12-17
32,Overcast,32.0°F,	,  -,,60%,0.00in,29.89in,45.0°F,,8:51 PM,10.0mi,WNW,8.1mph,40.6°F,2014-12-17
33,Overcast,28.0°F,	,  -,,53%,,29.89in,44.1°F,,9:51 PM,10.0mi,WNW,10.4mph,38.6°F,2014-12-17
34,Overcast,26.1°F,	,18.4mph,,51%,,29.89in,43.0°F,,10:51 PM,10.0mi,WNW,10.4mph,37.2°F,2014-12-17
35,Overcast,26.1°F,	,18.4mph,,53%,,29.88in,42.1°F,,11:51 PM,10.0mi,West,8.1mph,37.1°F,2014-12-17
0,Overcast,25.0°F,	,19.6mph,,53%,,29.88in,41.0°F,,12:51 AM,10.0mi,West,11.5mph,34.3°F,2014-12-18
1,Overcast,25.0°F,	,  -,,53%,,29.89in,41.0°F,,1:51 AM,10.0mi,West,9.2mph,35.2°F,2014-12-18
2,Overcast,23.0°F,	,23.0mph,,49%,,29.91in,41.0°F,,2:51 AM,10.0mi,NW,10.4mph,34.7°F,2014-12-18
3,Overcast,24.1°F,	,19.6mph,,53%,,29.90in,39.9°F,,3:51 AM,10.0mi,Variable,6.9mph,35.1°F,2014-12-18
4,Partly Cloudy,21.9°F,	,  -,,50%,,29.91in,39.0°F,,4:51 AM,10.0mi,West,8.1mph,33.4°F,2014-12-18
5,Partly Cloudy,21.9°F,	,18.4mph,,53%,,29.93in,37.9°F,,5:51 AM,10.0mi,WNW,9.2mph,31.5°F,2014-12-18
6,Overcast,21.0°F,	,28.8mph,,51%,,29.96in,37.9°F,,6:51 AM,10.0mi,WNW,9.2mph,31.5°F,2014-12-18
7,Mostly Cloudy,21.0°F,	,16.1mph,,51%,,29.96in,37.9°F,,7:51 AM,10.0mi,NW,9.2mph,31.5°F,2014-12-18
8,Overcast,21.0°F,	,17.3mph,,49%,,29.98in,39.0°F,,8:51 AM,10.0mi,NW,8.1mph,33.4°F,2014-12-18
9,Mostly Cloudy,21.9°F,	,21.9mph,,49%,,29.99in,39.9°F,,9:51 AM,10.0mi,Variable,6.9mph,35.1°F,2014-12-18
10,Overcast,21.9°F,	,17.3mph,,47%,,29.98in,41.0°F,,10:51 AM,10.0mi,WNW,8.1mph,35.8°F,2014-12-18
11,Overcast,21.9°F,	,17.3mph,,49%,,29.97in,39.9°F,,11:51 AM,10.0mi,WNW,8.1mph,34.5°F,2014-12-18
12,Overcast,21.9°F,	,19.6mph,,47%,,29.95in,41.0°F,,12:51 PM,10.0mi,WNW,10.4mph,34.7°F,2014-12-18
13,Mostly Cloudy,21.9°F,	,19.6mph,,47%,,29.93in,41.0°F,,1:51 PM,10.0mi,WNW,10.4mph,34.7°F,2014-12-18
14,Clear,23.0°F,	,23.0mph,,49%,,29.94in,41.0°F,,2:51 PM,10.0mi,WNW,12.7mph,33.9°F,2014-12-18
15,Mostly Cloudy,23.0°F,	,25.3mph,,49%,,29.95in,41.0°F,,3:51 PM,10.0mi,Variable,6.9mph,36.4°F,2014-12-18
16,Overcast,24.1°F,	,23.0mph,,53%,,29.96in,39.9°F,,4:51 PM,10.0mi,NW,10.4mph,33.4°F,2014-12-18
17,Overcast,24.1°F,	,17.3mph,,53%,,29.96in,39.9°F,,5:51 PM,10.0mi,WNW,9.2mph,33.9°F,2014-12-18
18,Mostly Cloudy,25.0°F,	,19.6mph,,57%,,29.96in,39.0°F,,6:51 PM,10.0mi,NW,10.4mph,32.3°F,2014-12-18
19,Mostly Cloudy,25.0°F,	,18.4mph,,60%,,29.97in,37.9°F,,7:51 PM,10.0mi,Variable,6.9mph,32.7°F,2014-12-18
20,Clear,25.0°F,	,  -,,60%,,29.96in,37.9°F,,8:51 PM,10.0mi,WNW,8.1mph,32.1°F,2014-12-18
21,Clear,25.0°F,	,  -,,60%,,29.97in,37.9°F,,9:51 PM,10.0mi,West,8.1mph,32.1°F,2014-12-18
22,Clear,25.0°F,	,  -,,60%,,29.96in,37.9°F,,10:51 PM,10.0mi,WNW,5.8mph,33.5°F,2014-12-18
23,Mostly Cloudy,25.0°F,	,  -,,62%,,29.96in,37.0°F,,11:51 PM,10.0mi,West,5.8mph,32.4°F,2014-12-18
0,Overcast,25.0°F,	,  -,,60%,,29.99in,37.9°F,,12:23 AM,10.0mi,WNW,6.9mph,32.7°F,2014-12-19
1,Overcast,25.0°F,	,  -,,60%,,29.96in,37.9°F,,12:51 AM,10.0mi,Variable,6.9mph,32.7°F,2014-12-19
2,Overcast,25.0°F,	,  -,,62%,,29.96in,37.0°F,,1:51 AM,10.0mi,Calm,Calm,  -,2014-12-19
3,Clear,24.1°F,	,  -,,59%,,29.97in,37.0°F,,2:51 AM,10.0mi,WNW,5.8mph,32.4°F,2014-12-19
4,Clear,23.0°F,	,16.1mph,,59%,,29.97in,36.0°F,,3:51 AM,10.0mi,WNW,6.9mph,30.3°F,2014-12-19
5,Overcast,21.9°F,	,  -,,54%,,29.97in,37.0°F,,4:51 AM,10.0mi,WNW,10.4mph,29.8°F,2014-12-19
6,Overcast,21.0°F,	,  -,,52%,,29.98in,37.0°F,,5:51 AM,10.0mi,NW,8.1mph,31.0°F,2014-12-19
7,Overcast,21.9°F,	,18.4mph,,54%,,29.99in,37.0°F,,6:51 AM,10.0mi,NW,10.4mph,29.8°F,2014-12-19
8,Overcast,21.0°F,	,18.4mph,,55%,,30.02in,36.0°F,,7:51 AM,10.0mi,WNW,11.5mph,28.0°F,2014-12-19
9,Overcast,19.9°F,	,  -,,52%,,30.04in,36.0°F,,8:51 AM,10.0mi,NNW,4.6mph,32.1°F,2014-12-19
10,Overcast,19.9°F,	,  -,,54%,,30.06in,35.1°F,,9:51 AM,10.0mi,NNW,8.1mph,28.6°F,2014-12-19
11,Overcast,19.0°F,	,19.6mph,,52%,,30.05in,35.1°F,,10:51 AM,10.0mi,Variable,5.8mph,30.1°F,2014-12-19
12,Mostly Cloudy,19.0°F,	,17.3mph,,50%,,30.04in,36.0°F,,11:51 AM,10.0mi,NNW,9.2mph,29.0°F,2014-12-19
13,Scattered Clouds,19.0°F,	,16.1mph,,48%,,30.03in,37.0°F,,12:51 PM,10.0mi,WNW,8.1mph,31.0°F,2014-12-19
14,Clear,19.0°F,	,19.6mph,,50%,,30.04in,36.0°F,,1:51 PM,10.0mi,WNW,10.4mph,28.5°F,2014-12-19
15,Clear,19.0°F,	,18.4mph,,50%,,30.04in,36.0°F,,2:51 PM,10.0mi,Variable,5.8mph,31.1°F,2014-12-19
16,Clear,19.0°F,	,  -,,52%,,30.07in,35.1°F,,3:51 PM,10.0mi,North,  -,  -,2014-12-19
17,Partly Cloudy,19.0°F,	,  -,,56%,,30.09in,33.1°F,,4:51 PM,10.0mi,Variable,6.9mph,26.9°F,2014-12-19
18,Mostly Cloudy,19.0°F,	,19.6mph,,56%,,30.12in,33.1°F,,5:51 PM,10.0mi,WNW,9.2mph,25.5°F,2014-12-19
19,Mostly Cloudy,19.0°F,	,  -,,59%,,30.14in,32.0°F,,6:51 PM,10.0mi,Variable,4.6mph,27.5°F,2014-12-19
20,Mostly Cloudy,19.0°F,	,17.3mph,,59%,,30.16in,32.0°F,,7:51 PM,10.0mi,NW,8.1mph,24.8°F,2014-12-19
21,Mostly Cloudy,19.0°F,	,  -,,59%,,30.14in,32.0°F,,8:51 PM,10.0mi,Variable,5.8mph,26.4°F,2014-12-19
22,Clear,19.9°F,	,  -,,61%,,30.17in,32.0°F,,9:51 PM,10.0mi,NW,9.2mph,24.2°F,2014-12-19
23,Clear,19.9°F,	,  -,,64%,,30.18in,30.9°F,,10:51 PM,10.0mi,WNW,5.8mph,25.2°F,2014-12-19
24,Overcast,19.9°F,	,  -,,61%,,30.21in,32.0°F,,11:44 PM,10.0mi,WNW,5.8mph,26.4°F,2014-12-19
25,Overcast,19.9°F,	,  -,,61%,,30.19in,32.0°F,,11:51 PM,10.0mi,WNW,4.6mph,27.5°F,2014-12-19
0,Overcast,19.9°F,	,  -,,61%,,30.19in,32.0°F,,12:51 AM,10.0mi,Variable,6.9mph,25.6°F,2014-12-20
1,Overcast,19.9°F,	,  -,,61%,,30.19in,32.0°F,,1:51 AM,10.0mi,NNE,8.1mph,24.8°F,2014-12-20
2,Overcast,19.0°F,	,  -,,61%,,30.20in,30.9°F,,2:51 AM,10.0mi,Variable,5.8mph,25.2°F,2014-12-20
3,Overcast,19.0°F,	,  -,,61%,,30.22in,30.9°F,,3:51 AM,10.0mi,NNE,6.9mph,24.3°F,2014-12-20
4,Overcast,19.0°F,	,  -,,61%,,30.23in,30.9°F,,4:51 AM,10.0mi,Variable,6.9mph,24.3°F,2014-12-20
5,Overcast,19.0°F,	,  -,,61%,,30.25in,30.9°F,,5:51 AM,10.0mi,Variable,5.8mph,25.2°F,2014-12-20
6,Overcast,19.0°F,	,  -,,61%,,30.26in,30.9°F,,6:51 AM,10.0mi,Variable,5.8mph,25.2°F,2014-12-20
7,Overcast,19.0°F,	,  -,,61%,,30.27in,30.9°F,,7:51 AM,10.0mi,Variable,4.6mph,26.2°F,2014-12-20
8,Overcast,19.0°F,	,  -,,64%,,30.28in,30.0°F,,8:51 AM,10.0mi,Variable,3.5mph,26.5°F,2014-12-20
9,Overcast,18.0°F,	,  -,,59%,,30.31in,30.9°F,,9:51 AM,10.0mi,Calm,Calm,  -,2014-12-20
10,Overcast,18.0°F,	,  -,,59%,,30.30in,30.9°F,,10:51 AM,10.0mi,Calm,Calm,  -,2014-12-20
11,Overcast,18.0°F,	,  -,,59%,,30.29in,30.9°F,,11:51 AM,10.0mi,NW,8.1mph,23.5°F,2014-12-20
12,Overcast,18.0°F,	,  -,,56%,,30.26in,32.0°F,,12:51 PM,10.0mi,North,6.9mph,25.6°F,2014-12-20
13,Overcast,18.0°F,	,  -,,56%,,30.27in,32.0°F,,1:18 PM,10.0mi,Variable,3.5mph,28.7°F,2014-12-20
14,Overcast,18.0°F,	,  -,,54%,,30.26in,33.1°F,,1:51 PM,10.0mi,Variable,3.5mph,30.0°F,2014-12-20
15,Overcast,19.0°F,	,  -,,56%,,30.25in,33.1°F,,2:51 PM,10.0mi,North,5.8mph,27.7°F,2014-12-20
16,Overcast,19.0°F,	,  -,,56%,,30.26in,33.1°F,,3:51 PM,10.0mi,Variable,3.5mph,30.0°F,2014-12-20
17,Overcast,19.9°F,	,  -,,59%,,30.27in,33.1°F,,4:51 PM,10.0mi,NE,4.6mph,28.7°F,2014-12-20
18,Overcast,19.9°F,	,  -,,59%,,30.28in,33.1°F,,5:51 PM,10.0mi,Variable,3.5mph,30.0°F,2014-12-20
19,Overcast,19.0°F,	,  -,,59%,,30.28in,32.0°F,,6:51 PM,10.0mi,Variable,6.9mph,25.6°F,2014-12-20
20,Overcast,19.9°F,	,  -,,61%,,30.30in,32.0°F,,7:12 PM,10.0mi,North,8.1mph,24.8°F,2014-12-20
21,Overcast,19.9°F,	,  -,,61%,,30.28in,32.0°F,,7:51 PM,10.0mi,Variable,6.9mph,25.6°F,2014-12-20
22,Overcast,19.9°F,	,  -,,61%,,30.29in,32.0°F,,8:51 PM,10.0mi,Variable,4.6mph,27.5°F,2014-12-20
23,Overcast,19.9°F,	,  -,,61%,,30.29in,32.0°F,,9:51 PM,10.0mi,Variable,3.5mph,28.7°F,2014-12-20
24,Overcast,21.0°F,	,  -,,64%,,30.29in,32.0°F,,10:51 PM,10.0mi,Calm,Calm,  -,2014-12-20
25,Overcast,21.0°F,	,  -,,64%,,30.28in,32.0°F,,11:51 PM,10.0mi,Variable,3.5mph,28.7°F,2014-12-20
0,Overcast,21.0°F,	,  -,,64%,,30.28in,32.0°F,,12:51 AM,10.0mi,WNW,4.6mph,27.5°F,2014-12-21
1,Overcast,21.0°F,	,  -,,67%,,30.28in,30.9°F,,1:51 AM,10.0mi,Variable,3.5mph,27.5°F,2014-12-21
2,Overcast,21.9°F,	,  -,,69%,,30.28in,30.9°F,,2:51 AM,10.0mi,WNW,5.8mph,25.2°F,2014-12-21
3,Overcast,21.9°F,	,  -,,69%,,30.28in,30.9°F,,3:51 AM,10.0mi,NW,3.5mph,27.5°F,2014-12-21
4,Overcast,23.0°F,	,  -,,72%,,30.27in,30.9°F,,4:51 AM,10.0mi,North,3.5mph,27.5°F,2014-12-21
5,Overcast,24.1°F,	,  -,,76%,,30.28in,30.9°F,,5:51 AM,10.0mi,Variable,3.5mph,27.5°F,2014-12-21
6,Overcast,24.1°F,	,  -,,76%,,30.30in,30.9°F,,6:51 AM,10.0mi,WNW,4.6mph,26.2°F,2014-12-21
7,Overcast,24.1°F,	,  -,,76%,,30.30in,30.9°F,,7:51 AM,10.0mi,Calm,Calm,  -,2014-12-21
8,Overcast,24.1°F,	,  -,,73%,,30.30in,32.0°F,,8:51 AM,9.0mi,Variable,3.5mph,28.7°F,2014-12-21
9,Overcast,25.0°F,	,  -,,75%,,30.34in,32.0°F,,9:42 AM,9.0mi,Calm,Calm,  -,2014-12-21
10,Overcast,25.0°F,	,  -,,75%,,30.32in,32.0°F,,9:51 AM,9.0mi,Variable,4.6mph,27.5°F,2014-12-21
11,Overcast,24.1°F,	,  -,,73%,,30.32in,32.0°F,,10:51 AM,8.0mi,WNW,6.9mph,25.6°F,2014-12-21
12,Overcast,25.0°F,	,  -,,72%,,30.30in,33.1°F,,11:51 AM,8.0mi,Variable,4.6mph,28.7°F,2014-12-21
13,Overcast,25.0°F,	,  -,,70%,,30.29in,34.0°F,,12:51 PM,9.0mi,WNW,6.9mph,28.0°F,2014-12-21
14,Overcast,26.1°F,	,  -,,73%,,30.28in,34.0°F,,1:51 PM,10.0mi,NW,4.6mph,29.8°F,2014-12-21
15,Overcast,26.1°F,	,  -,,70%,,30.29in,35.1°F,,2:51 PM,10.0mi,WNW,3.5mph,32.2°F,2014-12-21
16,Overcast,27.0°F,	,  -,,72%,,30.29in,35.1°F,,3:51 PM,10.0mi,NNW,4.6mph,31.0°F,2014-12-21
17,Overcast,26.1°F,	,  -,,70%,,30.30in,35.1°F,,4:51 PM,10.0mi,NNE,8.1mph,28.6°F,2014-12-21
18,Overcast,26.1°F,	,  -,,70%,,30.32in,35.1°F,,5:11 PM,10.0mi,Variable,5.8mph,30.1°F,2014-12-21
19,Overcast,26.1°F,	,  -,,70%,,30.31in,35.1°F,,5:51 PM,8.0mi,North,6.9mph,29.3°F,2014-12-21
20,Overcast,27.0°F,	,  -,,75%,0.00in,30.34in,34.0°F,,6:12 PM,8.0mi,North,6.9mph,28.0°F,2014-12-21
21,Overcast,27.0°F,	,  -,,75%,0.00in,30.35in,34.0°F,,6:29 PM,10.0mi,Variable,3.5mph,31.0°F,2014-12-21
22,Overcast,27.0°F,	,  -,,75%,0.00in,30.34in,34.0°F,,6:51 PM,10.0mi,NE,5.8mph,28.8°F,2014-12-21
23,Overcast,27.0°F,	,  -,,75%,,30.35in,34.0°F,,7:25 PM,10.0mi,Variable,4.6mph,29.8°F,2014-12-21
24,Overcast,27.0°F,	,  -,,75%,,30.36in,34.0°F,,8:26 PM,10.0mi,North,8.1mph,27.2°F,2014-12-21
25,Overcast,28.0°F,	,  -,,79%,,30.34in,34.0°F,,8:51 PM,10.0mi,Variable,4.6mph,29.8°F,2014-12-21
26,Light Snow,28.9°F,Snow,  -,,82%,0.00in,30.33in,34.0°F,,9:51 PM,6.0mi,NNE,5.8mph,28.8°F,2014-12-21
27,Overcast,28.9°F,	,  -,,78%,0.00in,30.33in,35.1°F,,10:51 PM,10.0mi,NE,5.8mph,30.1°F,2014-12-21
28,Overcast,28.9°F,	,  -,,78%,,30.33in,35.1°F,,11:51 PM,10.0mi,Variable,5.8mph,30.1°F,2014-12-21
0,Overcast,28.9°F,	,  -,,78%,,30.32in,35.1°F,,12:51 AM,10.0mi,NE,4.6mph,31.0°F,2014-12-22
1,Overcast,28.9°F,	,  -,,78%,,30.32in,35.1°F,,1:51 AM,10.0mi,Variable,4.6mph,31.0°F,2014-12-22
2,Overcast,28.9°F,	,  -,,78%,,30.35in,35.1°F,,2:08 AM,10.0mi,NE,4.6mph,31.0°F,2014-12-22
3,Overcast,28.9°F,	,  -,,78%,,30.33in,35.1°F,,2:51 AM,10.0mi,Variable,3.5mph,32.2°F,2014-12-22
4,Overcast,30.0°F,	,  -,,79%,,30.32in,36.0°F,,3:51 AM,10.0mi,Calm,Calm,  -,2014-12-22
5,Overcast,30.0°F,	,  -,,79%,,30.32in,36.0°F,,4:51 AM,10.0mi,Variable,3.5mph,33.3°F,2014-12-22
